"ID","Data.Source","Sequence.Length","Sequence.Quality","Collection.Date","Country","Location","GenBank","GISAID","Genome.Warehouse","NMDC","CNGBdb"
"EPI_ISL_415611","GISAID",29882,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415612","GISAID",29882,"High","2020/3/9","United States","United States",0,1,0,0,0
"EPI_ISL_415613","GISAID",29881,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415614","GISAID",29742,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415615","GISAID",29862,"High","2020/3/8","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415616","GISAID",29657,"High","2020/3/8","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415617","GISAID",29828,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415619","GISAID",29883,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415620","GISAID",29895,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415621","GISAID",29828,"High","2020/3/9","United States","United States / Washington / Seattle",0,1,0,0,0
"EPI_ISL_415622","GISAID",29829,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415624","GISAID",29827,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415625","GISAID",29870,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415626","GISAID",29873,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415627","GISAID",29871,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415629","GISAID",29903,"High","2020/3/4","United Kingdom","United Kingdom / Scotland",0,1,0,0,0
"EPI_ISL_415630","GISAID",29903,"High","2020/3/9","United Kingdom","United Kingdom / Scotland",0,1,0,0,0
"EPI_ISL_415631","GISAID",29903,"High","2020/3/10","United Kingdom","United Kingdom / Scotland",0,1,0,0,0
"EPI_ISL_415640","GISAID",29903,"High","2020/3/8","United Kingdom","United Kingdom / Scotland",0,1,0,0,0
"EPI_ISL_415641","GISAID",29848,"High","2020/2/27","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_415642","GISAID",29824,"High","2020/3/10","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_415643","GISAID",29813,"High","2020/3/10","Georgia","Georgia / Tbilisi",0,1,0,0,0
"EPI_ISL_415646","GISAID",29896,"High","2020/3/3","Italy","Italy",0,1,0,0,0
"EPI_ISL_415648","GISAID",29845,"High","2020/3/3","Italy","Italy",0,1,0,0,0
"EPI_ISL_415655","GISAID",29782,"High","2020/3/12","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_415657","GISAID",29782,"High","2020/3/12","United Kingdom","United Kingdom / Wales",0,1,0,0,0
"EPI_ISL_415658","GISAID",29726,"High","2020/3/6","Chile","Chile / Santiago",0,1,0,0,0
"EPI_ISL_415660","GISAID",29732,"High","2020/3/7","Chile","Chile / Santiago",0,1,0,0,0
"EPI_ISL_415661","GISAID",29726,"High","2020/3/8","Chile","Chile / Santiago",0,1,0,0,0
"EPI_ISL_415581","GISAID",29903,"High","2020/3/1","Canada","Canada / British Columbia",0,1,0,0,0
"EPI_ISL_415583","GISAID",29903,"High","2020/3/3","Canada","Canada / British Columbia",0,1,0,0,0
"EPI_ISL_415584","GISAID",29903,"High","2020/3/2","Canada","Canada / British Columbia",0,1,0,0,0
"EPI_ISL_415591","GISAID",29868,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415592","GISAID",29706,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415594","GISAID",29871,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415595","GISAID",29897,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415596","GISAID",29829,"High","2020/3/9","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415597","GISAID",29886,"High","2020/3/10","United States","United States / Washington / Seattle",0,1,0,0,0
"EPI_ISL_415598","GISAID",29852,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415600","GISAID",29842,"High","2020/3/9","United States","United States",0,1,0,0,0
"EPI_ISL_415601","GISAID",29852,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415602","GISAID",29871,"High","2020/3/10","United States","United States / Washington / Seattle",0,1,0,0,0
"EPI_ISL_415603","GISAID",29904,"High","2020/3/10","United States","United States / Washington / Seattle",0,1,0,0,0
"EPI_ISL_415604","GISAID",29861,"High","2020/3/10","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415605","GISAID",29698,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415606","GISAID",29830,"High","2020/3/8","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_415607","GISAID",29857,"High","2020/3/9","United States","United States",0,1,0,0,0
"EPI_ISL_415608","GISAID",29882,"High","2020/3/8","United States","United States",0,1,0,0,0
"EPI_ISL_415609","GISAID",29887,"High","2020/3/8","United States","United States",0,1,0,0,0
"EPI_ISL_415533","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415534","GISAID",29783,"High","2020/3/11","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415535","GISAID",29786,"High","2020/3/12","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415539","GISAID",29903,"High","2020/3/13","United States","United States / Utah",0,1,0,0,0
"EPI_ISL_415541","GISAID",29903,"High","2020/3/13","United States","United States / Utah",0,1,0,0,0
"EPI_ISL_415542","GISAID",29903,"High","2020/3/13","United States","United States / Utah",0,1,0,0,0
"EPI_ISL_415543","GISAID",29903,"High","2020/3/13","United States","United States / Utah",0,1,0,0,0
"EPI_ISL_415544","GISAID",29903,"High","2020/3/13","United States","United States / Utah",0,1,0,0,0
"MT192765","GenBank",29829,"High","2020/3/11","United States","United States / CA / San Diego County",0,1,0,0,0
"MT192772","GenBank",29891,"High","2020/1/22","Vietnam","Vietnam / Ho Chi Minh city",1,0,0,0,0
"MT192773","GenBank",29890,"High","2020/1/22","Vietnam","Vietnam / Ho Chi Minh city",1,0,0,0,0
"EPI_ISL_415492","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",1,0,0,0,0
"EPI_ISL_415495","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415496","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415497","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415498","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415499","GISAID",29786,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415500","GISAID",29783,"High","2020/3/10","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415501","GISAID",29783,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415502","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415503","GISAID",29786,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415505","GISAID",29783,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415506","GISAID",29780,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415507","GISAID",29783,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415508","GISAID",29780,"High","2020/3/9","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415509","GISAID",29783,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415510","GISAID",29780,"High","2020/3/9","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415511","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415512","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415514","GISAID",29786,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415515","GISAID",29786,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415516","GISAID",29783,"High","2020/3/11","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415517","GISAID",29783,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415518","GISAID",29786,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415519","GISAID",29783,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415520","GISAID",29786,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415521","GISAID",29783,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415523","GISAID",29786,"High","2020","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415524","GISAID",29783,"High","2020/3/12","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_415525","GISAID",29786,"High","2020/3/12","Netherlands","Netherlands / Noord Holland",0,1,0,0,0
"EPI_ISL_415526","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_415527","GISAID",29786,"High","2020/3/12","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_415529","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415530","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415531","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415532","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_415456","GISAID",29899,"High","2020/2/29","Switzerland","Switzerland",0,1,0,0,0
"EPI_ISL_415457","GISAID",29896,"High","2020/2/29","Switzerland","Switzerland",0,1,0,0,0
"EPI_ISL_415458","GISAID",29897,"High","2020/3/1","Switzerland","Switzerland",0,1,0,0,0
"EPI_ISL_415459","GISAID",29892,"High","2020/2/29","Switzerland","Switzerland / Gen?ve",0,1,0,0,0
"EPI_ISL_415460","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Flevoland",0,1,0,0,0
"EPI_ISL_415461","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands / Gelderland",0,1,0,0,0
"EPI_ISL_415462","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Gelderland",0,1,0,0,0
"EPI_ISL_415463","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands / Gelderland",0,1,0,0,0
"EPI_ISL_415464","GISAID",29786,"High","2020","Netherlands","Netherlands / Limburg",0,1,0,0,0
"EPI_ISL_415465","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415466","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415467","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415468","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415469","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415471","GISAID",29786,"High","2020/3/11","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415472","GISAID",29786,"High","2020/3/11","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415473","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415474","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415475","GISAID",29786,"High","2020/3/12","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415476","GISAID",29786,"High","2020/3/10","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415478","GISAID",29786,"High","2020/3/8","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415479","GISAID",29783,"High","2020/3/8","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415480","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415481","GISAID",29786,"High","2020/3/8","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415482","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415483","GISAID",29786,"High","2020/3/9","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415485","GISAID",29786,"High","2020/3/12","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415486","GISAID",29786,"High","2020/3/13","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415487","GISAID",29786,"High","2020/3/13","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415488","GISAID",29786,"High","2020/3/13","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415489","GISAID",29783,"High","2020/3/13","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415491","GISAID",29786,"High","2020/3/7","Netherlands","Netherlands",0,1,0,0,0
"EPI_ISL_415454","GISAID",29896,"High","2020/2/28","Switzerland","Switzerland",0,1,0,0,0
"EPI_ISL_415455","GISAID",29892,"High","2020/2/28","Switzerland","Switzerland",0,1,0,0,0
"EPI_ISL_415105","GISAID",29768,"High","2020/3/4","Brazil","Brazil / Bahia / Feira de Santana",0,1,0,0,0
"EPI_ISL_415128","GISAID",29762,"High","2020/2/29","Brazil","Brazil / Espirito Santo / Vila Velha",0,1,0,0,0
"EPI_ISL_415129","GISAID",29903,"High","2020/2/29","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_415151","GISAID",29760,"High","2020/3/4","United States","United States / New York",0,1,0,0,0
"EPI_ISL_415153","GISAID",29843,"High","2020/3/3","Belgium","Belgium / Huldenberg",0,1,0,0,0
"EPI_ISL_415154","GISAID",29843,"High","2020/3/1","Belgium","Belgium / Kraainem",0,1,0,0,0
"EPI_ISL_415155","GISAID",29843,"High","2020/3/1","Belgium","Belgium / Huldenberg",0,1,0,0,0
"EPI_ISL_415156","GISAID",29843,"High","2020/3/1","Belgium","Belgium / Huldenberg",0,1,0,0,0
"EPI_ISL_415157","GISAID",29843,"High","2020/3/1","Belgium","Belgium / Sint-Niklaas",0,1,0,0,0
"EPI_ISL_415158","GISAID",29843,"High","2020/3/1","Belgium","Belgium / Brussels",0,1,0,0,0
"EPI_ISL_415159","GISAID",29843,"High","2020/2/29","Belgium","Belgium / Leuven",0,1,0,0,0
"EPI_ISL_414623","GISAID",29903,"High","2020/2/25","France","France / Grand-Est / Strasbourg",0,1,0,0,0
"EPI_ISL_414624","GISAID",29903,"High","2020/2/26","France","France / Normandie / Rouen",0,1,0,0,0
"EPI_ISL_414625","GISAID",29903,"High","2020/2/26","France","France / Pays de la Loire / Nantes",0,1,0,0,0
"EPI_ISL_414626","GISAID",29903,"High","2020/2/29","France","France / Hauts de France / Cr?py en Valois",0,1,0,0,0
"EPI_ISL_414663","GISAID",29904,"High","2020/2/25","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414686","GISAID",29858,"High","2020/2/27","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414687","GISAID",29860,"High","2020/2/25","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414688","GISAID",29855,"High","2020/2/25","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414689","GISAID",29861,"High","2020/2/25","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414691","GISAID",29927,"High","2020/2/25","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414692","GISAID",29861,"High","2020/2/25","China","China / Guangdong / Guangzhou",0,1,0,0,0
"EPI_ISL_414938","GISAID",29783,"High","2020/1/24","China","China / Shandong",0,1,0,0,0
"EPI_ISL_414940","GISAID",29853,"High","2020/1/25","China","China / Shandong",0,1,0,0,0
"EPI_ISL_414941","GISAID",29868,"High","2020/1/30","China","China / Shandong",0,1,0,0,0
"EPI_ISL_414621","GISAID",29697,"High","2020/3/8","United States","United States / Washington / Kirkland",0,1,0,0,0
"EPI_ISL_414630","GISAID",29903,"High","2020/3/3","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414629","GISAID",29902,"High","2020/3/3","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414628","GISAID",29902,"High","2020/3/2","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414627","GISAID",29897,"High","2020/3/2","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414631","GISAID",29903,"High","2020/3/4","France","France / Grand-Est / Reims",0,1,0,0,0
"EPI_ISL_414632","GISAID",29903,"High","2020/3/4","France","France / Grand-Est / Reims",0,1,0,0,0
"EPI_ISL_414633","GISAID",29903,"High","2020/3/4","France","France / Ile-de-France / Pontoise",0,1,0,0,0
"EPI_ISL_414634","GISAID",29902,"High","2020/3/4","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414635","GISAID",29903,"High","2020/3/4","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414637","GISAID",29903,"High","2020/3/4","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414636","GISAID",29902,"High","2020/3/4","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414638","GISAID",29903,"High","2020/3/4","France","France / Hauts de France / Compi?gne",0,1,0,0,0
"EPI_ISL_414045","GISAID",29768,"High","2020/3/4","Brazil","Brazil / Rio de Janeiro / Rio de Janeiro",0,1,0,0,0
"EPI_ISL_414641","GISAID",29807,"High","2020/3/5","Finland","Finland",0,1,0,0,0
"EPI_ISL_414642","GISAID",29809,"High","2020/3/8","Finland","Finland",0,1,0,0,0
"EPI_ISL_414643","GISAID",29809,"High","2020/3/7","Finland","Finland",0,1,0,0,0
"EPI_ISL_414646","GISAID",29807,"High","2020/3/4","Finland","Finland",0,1,0,0,0
"EPI_ISL_414617","GISAID",29855,"High","2020/3/8","United States","United States",0,1,0,0,0
"EPI_ISL_414618","GISAID",29903,"High","2020/3/8","United States","United States",0,1,0,0,0
"EPI_ISL_414620","GISAID",29644,"High","2020/3/8","United States","United States",0,1,0,0,0
"EPI_ISL_414648","GISAID",29903,"High","2020/3/11","United States","United States / California / San Diego County",0,1,0,0,0
"EPI_ISL_414616","GISAID",29723,"High","2020/3/8","United States","United States / Washington / Kirkland",0,1,0,0,0
"EPI_ISL_414597","GISAID",29755,"High","2020/3/4","United States","United States / Washington / Kirkland",0,1,0,0,0
"EPI_ISL_414591","GISAID",29861,"High","2020/3/6","United States","United States / Washington / Kirkland",0,1,0,0,0
"EPI_ISL_414592","GISAID",29870,"High","2020/3/6","United States","United States / Washington / Tacoma",0,1,0,0,0
"EPI_ISL_414593","GISAID",29745,"High","2020/3/5","United States","United States / Washington / Kirkland",0,1,0,0,0
"EPI_ISL_414595","GISAID",29898,"High","2020/3/5","United States","United States / Washington / Kirkland",0,1,0,0,0
"EPI_ISL_414600","GISAID",29862,"High","2020/2/26","France","France / Grand-Est / Strasbourg",0,1,0,0,0
"EPI_ISL_414577","GISAID",29850,"High","2020/3/2","Chile","Chile / Talca",0,1,0,0,0
"EPI_ISL_414579","GISAID",29790,"High","2020/3/3","Chile","Chile / Santiago",0,1,0,0,0
"EPI_ISL_414580","GISAID",29796,"High","2020/3/5","Chile","Chile / Santiago",0,1,0,0,0
"EPI_ISL_414578","GISAID",29789,"High","2020/3/4","Chile","Chile / Talca",0,1,0,0,0
"EPI_ISL_414586","GISAID",29782,"High","2020/3/3","Ireland","Ireland / Limerick",0,1,0,0,0
"EPI_ISL_414587","GISAID",29782,"High","2020/3/3","Ireland","Ireland / Limerick",0,1,0,0,0
"EPI_ISL_414509","GISAID",29903,"High","2020/2/28","Germany","Germany / North Rhine Westphalia / Heinsberg District",0,1,0,0,0
"EPI_ISL_414505","GISAID",29903,"High","2020/2/27","Germany","Germany / North Rhine Westphalia / Heinsberg District",0,1,0,0,0
"EPI_ISL_414564","GISAID",29775,"High","2020/3/8","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414562","GISAID",29775,"High","2020/3/3","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414563","GISAID",29772,"High","2020/3/3","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414561","GISAID",29775,"High","2020/3/5","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414521","GISAID",29875,"High","2020/3/2","Germany","Germany / Munich",0,1,0,0,0
"EPI_ISL_414559","GISAID",29775,"High","2020/3/7","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414558","GISAID",29775,"High","2020/3/6","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414557","GISAID",29775,"High","2020/3/8","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414520","GISAID",29874,"High","2020/3/2","Germany","Germany / Munich",0,1,0,0,0
"EPI_ISL_414555","GISAID",29775,"High","2020/3/8","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_414554","GISAID",29775,"High","2020/3/8","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_414552","GISAID",29775,"High","2020/3/7","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_414551","GISAID",29772,"High","2020/3/7","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_414549","GISAID",29775,"High","2020/3/3","Netherlands","Netherlands / Noord Holland",0,1,0,0,0
"EPI_ISL_414545","GISAID",29775,"High","2020/3/3","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414544","GISAID",29772,"High","2020/3/9","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414543","GISAID",29772,"High","Mar-20","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414539","GISAID",29772,"High","2020/3/8","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414537","GISAID",29772,"High","2020/3/8","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414536","GISAID",29772,"High","2020/3/8","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414571","GISAID",29764,"High","2020/2/22","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_414569","GISAID",29764,"High","2020/2/12","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_414528","GISAID",29764,"High","2020/2/10","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_414527","GISAID",29764,"High","2020/2/9","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_414517","GISAID",29764,"High","2020/2/25","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_414519","GISAID",29764,"High","2020/2/24","China","China / Hong Kong",0,1,0,0,0
"EPI_ISL_414522","GISAID",29903,"High","2020/2/28","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414523","GISAID",29903,"High","2020/2/27","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414524","GISAID",29903,"High","2020/3/1","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414525","GISAID",29903,"High","2020/3/2","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414526","GISAID",29903,"High","2020/3/3","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414435","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Utrecht",0,1,0,0,0
"EPI_ISL_414433","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Noord Holland",0,1,0,0,0
"EPI_ISL_414429","GISAID",29786,"High","2020/3/2","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414428","GISAID",29786,"High","2020/3/2","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414423","GISAID",29786,"High","2020/3/2","Netherlands","Netherlands / Gelderland",0,1,0,0,0
"EPI_ISL_414414","GISAID",29864,"High","2020/2/29","Australia","Australia / Queensland / Gold Coast",0,1,0,0,0
"EPI_ISL_414476","GISAID",29903,"High","2020/2/29","United States","United States / New York",0,1,0,0,0
"EPI_ISL_414366","GISAID",29897,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_414363","GISAID",29903,"High","2020/3/4","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_414369","GISAID",29890,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_414368","GISAID",29890,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_414367","GISAID",29745,"High","2020/3/5","United States","United States / Washington",0,1,0,0,0
"EPI_ISL_414499","GISAID",29903,"High","2020/2/26","Germany","Germany / North Rhine Westphalia / Heinsberg District",0,1,0,0,0
"EPI_ISL_414497","GISAID",29903,"High","2020/2/25","Germany","Germany / North Rhine Westphalia / Heinsberg District",0,1,0,0,0
"EPI_ISL_414487","GISAID",29782,"High","2020/3/4","Ireland","Ireland / Cork",0,1,0,0,0
"EPI_ISL_414500","GISAID",29782,"High","2020/3/4","United Kingdom","United Kingdom / England / Yorkshire / Sheffield",0,1,0,0,0
"EPI_ISL_414040","GISAID",29900,"High","2020/2/5","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414041","GISAID",29900,"High","2020/2/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414042","GISAID",29900,"High","2020/2/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414043","GISAID",29900,"High","2020/2/7","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414044","GISAID",29900,"High","2020/2/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_414470","GISAID",29786,"High","2020/3/6","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414467","GISAID",29780,"High","2020/3/5","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414468","GISAID",29786,"High","2020/3/6","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414457","GISAID",29786,"High","2020/3/6","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414452","GISAID",29783,"High","2020/3/6","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414451","GISAID",29786,"High","2020/3/6","Netherlands","Netherlands / Noord Brabant",0,1,0,0,0
"EPI_ISL_414446","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414445","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Zuid Holland",0,1,0,0,0
"EPI_ISL_414443","GISAID",29786,"High","2020/3/3","Netherlands","Netherlands / Utrecht",0,1,0,0,0
